,Unnamed: 0,Rooms_Available,Total_Rooms,Price_per_Bed,Baths,Pet_Friendly,Square_Footage,Furnished,Parking_Included,Distance_to_Uni_km,Walk_Score,Transit_Score,Lease_Term_Months,Noise_Level,Internet_Available,Pet_Friendly_int,Furnished_int,Parking_Included_int,Internet_Available_int,Room_Density,Sqft_per_Room,Bathroom_Ratio,Available_Room_Pct,Room_Size_Variation,Occupancy_Rate,Bathroom_Accessibility,Total_Space_per_Bath,Room_Size_Score,Compactness_Index,Is_Studio,Is_High_Density,Luxury_Bath,Is_Overcrowded,Has_Extra_Bath,Is_Spacious,Is_Balanced,Is_New_Renovated,Is_Shared_Setup,Is_Luxury_Setup,Walk_Time,Bike_Time,Within_0.5km,Within_1km,Within_2km,Within_3km,Within_5km,Accessibility_Gap,Walk_Transit_Ratio,Accessibility_Score,Short_Lease_Flag,Long_Lease_Flag,Academic_Year_Lease,Amenity_Score,Missing_Amenities,Premium_Amenity_Count,Furnished_X_Parking,Furnished_X_Internet,Furnished_X_Pet,Parking_X_Internet,Parking_X_Pet,Internet_X_Pet,Has_1_Amenities,Has_2_Amenities,Has_3_Amenities,Has_4_Amenities,Luxury_Bath_Low_Amenities,High_Amenity_Small_Space,Low_Amenity_Large_Space,High_Density_Small,Low_Density_Large,Overcrowded_Flag,High_Amenity_Remote,Outlier_Rooms_Available,Extreme_Rooms_Available,Outlier_Total_Rooms,Extreme_Total_Rooms,Outlier_Price_per_Bed,Extreme_Price_per_Bed,Outlier_Baths,Extreme_Baths,Outlier_Square_Footage,Extreme_Square_Footage,Outlier_Distance_to_Uni_km,Extreme_Distance_to_Uni_km,Outlier_Walk_Score,Extreme_Walk_Score,Outlier_Transit_Score,Extreme_Transit_Score,Gender_Male Only,Sqft_Tier_large,Sqft_Tier_medium,Sqft_Tier_micro,Sqft_Tier_small,Sqft_Tier_spacious,Room_Tier_2bed,Room_Tier_3bed,Room_Tier_4+bed,Room_Tier_studio,Bath_Tier_1.5,Bath_Tier_2,Bath_Tier_3+,Uni_Proximity_commute,Uni_Proximity_on_campus,Uni_Proximity_transit,Uni_Proximity_walkable,Walk_Score_Tier_below_avg,Walk_Score_Tier_excellent,Walk_Score_Tier_good,Walk_Score_Tier_poor,Transit_Score_Tier_below_avg,Transit_Score_Tier_excellent,Transit_Score_Tier_good,Transit_Score_Tier_poor,Lease_Term_Tier_4-6,Lease_Term_Tier_7-9,Price
560,560,1,2,900.0,1,0,635,1,0,2.63,44,92,12,34.55,1,0,1,0,1,0.0031446540880503,302.38095238095235,0.4761904761904761,0.4975124378109453,317.5,0.5024875621890547,0.635,577.2727272727273,5.875774948017384,0.0062893081761006,0,0,0,0,0,0,1,1,0,0,39.45,13.15,0,0,0,1,1,48,0.4731182795698925,63.2,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4258125912156768,0,1.2343234127367404,0,0.013739881107568,0,0.2196564872355559,0,0.0152613533264167,0,0.4453618141551297,0,1.158837201218745,0,1.4336637569930504,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,900.0
561,561,1,2,412.0,1,0,513,1,0,3.22,43,79,12,29.74,1,0,1,0,1,0.0038910505836575,244.28571428571428,0.4761904761904761,0.4975124378109453,256.5,0.5024875621890547,0.513,466.3636363636363,5.681916477579961,0.0077821011673151,0,0,0,0,0,0,1,0,0,0,48.3,16.1,0,0,0,0,1,36,0.5375,57.400000000000006,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4258125912156768,0,1.2343234127367404,0,0.0998924803156642,0,0.2196564872355559,0,0.5494262333536292,0,1.0002606605981026,0,1.214334409265234,0,0.6206101060350757,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,412.0
562,562,3,3,166.66666666666666,1,0,670,0,1,1.12,91,81,12,33.64,1,0,0,1,1,0.0044709388971684,216.1290322580645,0.3225806451612903,0.9966777408637876,74.44444444444444,0.0033222591362125,0.67,609.090909090909,4.695084478100092,0.0134128166915052,0,0,0,0,0,0,0,0,1,0,16.8,5.6000000000000005,0,0,1,1,1,10,1.1097560975609757,87.0,0,0,0,2,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1.4793891591900357,0,0.6952704767874257,0,0.1570191319601307,0,0.2196564872355559,0,0.1379826696322098,0,0.974803030131122,0,1.4495315769662558,0,0.7456952831055333,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,500.0
563,563,3,3,144.33333333333334,1,0,922,1,1,2.66,66,82,12,43.21,1,0,1,1,1,0.0032502708559046,297.4193548387097,0.3225806451612903,0.9966777408637876,102.44444444444444,0.0033222591362125,0.922,838.1818181818181,4.925093418822887,0.0097508125677139,0,0,0,0,0,0,0,1,1,0,39.900000000000006,13.3,0,0,0,1,1,16,0.7951807228915663,72.4,0,0,0,3,1,3,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1.4793891591900357,0,0.6952704767874257,0,0.1622195200853742,0,0.2196564872355559,0,1.2413396349343206,0,0.473577009736976,0,0.0621013758040215,0,0.8082378716407622,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,433.0
564,564,1,2,750.0,1,0,479,1,1,0.88,47,64,12,20.0,1,0,1,1,1,0.0041666666666666,228.09523809523807,0.4761904761904761,0.4975124378109453,239.5,0.5024875621890547,0.479,435.45454545454544,5.619622288575214,0.0083333333333333,0,0,0,0,0,0,1,0,0,0,13.2,4.4,0,1,1,1,1,17,0.7230769230769231,53.8,0,0,0,3,1,3,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.4258125912156768,0,1.2343234127367404,0,0.0211880988380975,0,0.2196564872355559,0,0.6982918556562949,0,1.200524594785891,0,0.9923455770792764,0,0.3175287219933566,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0
565,565,1,2,412.0,1,0,485,1,0,3.96,71,76,8,20.0,1,0,1,0,1,0.0041152263374485,230.9523809523809,0.4761904761904761,0.4975124378109453,242.5,0.5024875621890547,0.485,440.9090909090909,5.630929753571457,0.0082304526748971,0,0,0,0,0,0,1,0,0,0,59.4,19.8,0,0,0,0,1,5,0.922077922077922,73.0,0,0,1,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4258125912156768,0,1.2343234127367404,0,0.0998924803156642,0,0.2196564872355559,0,0.6720214517205304,0,1.6962354849503052,0,0.3395874160364684,0,0.4329823404293892,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,412.0
566,566,1,5,650.0,1,0,510,1,0,2.25,80,87,8,20.0,1,0,1,0,1,0.009784735812133,100.0,0.196078431372549,0.1996007984031936,102.0,0.8003992015968064,0.51,463.6363636363636,3.4805841393937347,0.0489236790606653,0,0,0,1,0,0,0,0,1,0,33.75,11.25,0,0,0,1,1,7,0.9090909090909092,82.80000000000001,0,0,1,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0444734188018746,0,0.2196564872355559,0,0.5625614353215114,0,0.0879693367850796,0,0.8390622884548729,0,1.1209508143169062,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,650.0
567,567,1,5,415.0,1,0,430,1,0,2.24,39,54,4,21.05,1,0,1,0,1,0.0116009280742459,84.31372549019608,0.196078431372549,0.1996007984031936,86.0,0.8003992015968064,0.43,390.9090909090909,3.3855593868953924,0.0580046403712296,0,0,0,1,0,0,0,0,1,0,33.6,11.2,0,0,0,1,1,15,0.7090909090909091,45.0,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0991939207167508,0,0.2196564872355559,0,0.912833487798372,0,0.0785642715911311,0,1.4363232414511915,0,0.9429546073456448,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,415.0
568,568,1,5,750.0,1,1,707,1,1,2.4,89,78,12,38.34,1,1,1,1,1,0.0070621468926553,138.62745098039215,0.196078431372549,0.1996007984031936,141.4,0.8003992015968064,0.707,642.7272727272726,3.662569784838934,0.0353107344632768,0,0,0,1,0,0,0,0,1,0,36.0,12.0,0,0,0,1,1,11,1.1265822784810129,84.6,0,0,0,4,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0211880988380975,0,0.2196564872355559,0,0.2999834939027578,0,0.2290453146943099,0,1.3385371608732772,0,0.5580675174998468,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,750.0
569,569,1,5,415.0,1,1,759,1,0,2.45,53,81,12,37.04,1,1,1,0,1,0.006578947368421,148.82352941176472,0.196078431372549,0.1996007984031936,151.8,0.8003992015968064,0.759,690.0,3.702125506912049,0.0328947368421052,0,0,0,1,0,0,0,0,1,0,36.75,12.25,0,0,0,1,1,28,0.6463414634146342,64.19999999999999,0,0,0,3,1,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0991939207167508,0,0.2196564872355559,0,0.5276603280127172,0,0.2760706406640535,0,0.6593623288003403,0,0.7456952831055333,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,415.0
570,570,1,2,1100.0,1,0,553,1,0,1.64,42,74,4,23.7,1,0,1,0,1,0.003610108303249,263.3333333333333,0.4761904761904761,0.4975124378109453,276.5,0.5024875621890547,0.553,502.7272727272727,5.750131098939215,0.0072202166064981,0,0,0,0,0,0,1,0,0,0,24.6,8.2,0,0,1,1,1,32,0.56,54.8,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4258125912156768,0,1.2343234127367404,0,0.0603105210351223,0,0.2196564872355559,0,0.3742902071151988,0,0.4857396400457904,0,1.2698316173117232,0,0.3078971633589316,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1100.0
571,571,1,2,412.0,1,0,1500,0,0,2.17,70,88,8,34.87,1,0,0,0,1,0.0013324450366422,714.2857142857142,0.4761904761904761,0.4975124378109453,750.0,0.5024875621890547,1.5,1363.6363636363635,6.657386693262252,0.0026648900732844,0,0,0,0,0,1,1,1,0,0,32.55,10.85,0,0,0,1,1,18,0.7865168539325843,77.2,0,0,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.4258125912156768,0,1.2343234127367404,0,0.0998924803156642,0,0.2196564872355559,0,3.7720552140796384,1,0.01272881523349,0,0.2840902079899791,0,1.1834934028521351,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,412.0
572,572,1,3,825.0,1,0,443,1,1,2.72,69,69,8,38.79,1,0,1,1,1,0.0067567567567567,142.90322580645162,0.3225806451612903,0.3322259136212624,147.66666666666666,0.6677740863787376,0.443,402.7272727272727,4.397207933175053,0.0202702702702702,0,0,0,1,0,0,0,0,1,0,40.8,13.6,0,0,0,1,1,0,0.9857142857142858,69.0,0,0,1,3,1,3,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.4258125912156768,0,0.6952704767874257,0,0.0037241088652647,0,0.2196564872355559,0,0.8559142792708822,0,0.5300074009006682,0,0.2285929999434897,0,0.0048157793172125,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,825.0
573,573,1,3,413.0,1,0,1500,1,0,0.79,49,38,12,32.59,1,0,1,0,1,0.0019986675549633,483.8709677419355,0.3225806451612903,0.3322259136212624,500.0,0.6677740863787376,1.5,1363.6363636363635,5.275854130810345,0.00599600266489,0,0,0,0,0,0,0,1,1,0,11.85,3.95,0,1,1,1,1,11,1.2564102564102564,44.6,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.4258125912156768,0,0.6952704767874257,0,0.0996596271160264,0,0.2196564872355559,0,3.7720552140796384,1,1.2851701815314287,0,0.8813511609862977,0,1.943636023909306,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,413.0
574,574,1,5,900.0,1,1,852,1,1,2.34,57,89,8,29.9,1,1,1,1,1,0.0058616647127784,167.05882352941177,0.196078431372549,0.1996007984031936,170.4,0.8003992015968064,0.852,774.5454545454545,3.766554419494293,0.0293083235638921,0,0,0,1,0,0,0,0,1,0,35.099999999999994,11.7,0,0,0,1,1,32,0.6333333333333333,69.8,0,0,1,4,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.013739881107568,0,0.2196564872355559,0,0.9348515890170676,0,0.1726149235306177,0,0.4373734966143827,0,1.246035991387364,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,900.0
575,575,1,5,415.0,1,1,475,1,1,1.33,68,49,8,20.0,1,1,1,1,1,0.0105042016806722,93.1372549019608,0.196078431372549,0.1996007984031936,95.0,0.8003992015968064,0.475,431.81818181818176,3.4409852215753447,0.0525210084033613,0,0,0,1,0,0,0,0,1,0,19.950000000000003,6.65,0,0,1,1,1,19,1.36,60.4,0,0,1,4,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0991939207167508,0,0.2196564872355559,0,0.715805458280138,0,0.7772966610581996,0,0.1730957918970003,0,1.2556675500217889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,415.0
576,576,1,5,550.0,1,0,495,1,1,2.6,78,75,8,20.0,1,0,1,1,1,0.0100806451612903,97.05882352941175,0.196078431372549,0.1996007984031936,99.0,0.8003992015968064,0.495,450.0,3.4639559792023378,0.0504032258064516,0,0,0,1,0,0,0,0,1,0,39.0,13.0,0,0,0,1,1,3,1.0263157894736843,76.8,0,0,1,3,1,3,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0677587387656517,0,0.2196564872355559,0,0.6282374451609227,0,0.4171466185732838,0,0.7280678723618941,0,0.3704397518941604,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,550.0
577,577,1,5,415.0,1,0,507,1,0,1.28,47,66,4,31.86,1,0,1,0,1,0.0098425196850393,99.41176470588236,0.196078431372549,0.1996007984031936,101.4,0.8003992015968064,0.507,460.9090909090909,3.4772979044239487,0.0492125984251968,0,0,0,1,0,0,0,0,1,0,19.2,6.4,0,0,1,1,1,19,0.7014925373134329,54.6,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0991939207167508,0,0.2196564872355559,0,0.5756966372893937,0,0.824321987027943,0,0.9923455770792764,0,0.1924435449228989,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,415.0
578,578,1,5,650.0,1,0,697,1,1,3.55,65,71,4,20.0,1,0,1,1,1,0.0071633237822349,136.66666666666669,0.196078431372549,0.1996007984031936,139.4,0.8003992015968064,0.697,633.6363636363636,3.654630666237554,0.0358166189111747,0,0,0,1,0,0,0,0,1,0,53.25,17.75,0,0,0,0,1,6,0.9027777777777778,67.4,0,0,0,3,1,3,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0444734188018746,0,0.2196564872355559,0,0.2561994873431502,0,1.310627811998409,0,0.0066041677575322,0,0.1202693977532451,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,650.0
579,579,1,5,415.0,1,0,577,1,1,2.92,65,43,12,20.0,1,0,1,1,1,0.0086505190311418,113.1372549019608,0.196078431372549,0.1996007984031936,115.4,0.8003992015968064,0.577,524.5454545454545,3.5493457564436803,0.0432525951557093,0,0,0,1,0,0,0,0,1,0,43.8,14.6,0,0,0,1,1,22,1.4772727272727273,56.2,0,0,0,3,1,3,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0991939207167508,0,0.2196564872355559,0,0.2692085913721406,0,0.7181087047796417,0,0.0066041677575322,0,1.630923081233162,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,415.0
580,580,1,5,575.0,1,0,557,1,1,2.32,82,71,8,37.59,1,0,1,1,1,0.0089605734767025,109.2156862745098,0.196078431372549,0.1996007984031936,111.4,0.8003992015968064,0.557,506.3636363636363,3.5296919430296296,0.0448028673835125,0,0,0,1,0,0,0,0,1,0,34.8,11.6,0,0,0,1,1,11,1.1388888888888888,77.6,0,0,1,3,1,3,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0619374087747075,0,0.2196564872355559,0,0.3567766044913558,0,0.1538047931427203,0,0.9500567045478516,0,0.1202693977532451,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,575.0
581,581,1,5,415.0,1,1,442,1,0,2.66,38,77,12,20.0,0,1,1,0,0,0.0112866817155756,86.66666666666667,0.196078431372549,0.1996007984031936,88.4,0.8003992015968064,0.442,401.8181818181818,3.4008860422936302,0.0564334085778781,0,0,0,1,0,0,0,0,1,0,39.900000000000006,13.3,0,0,0,1,1,39,0.4871794871794871,53.6,0,0,0,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0991939207167508,0,0.2196564872355559,0,0.8602926799268429,0,0.473577009736976,0,1.4918204494976808,0,0.4955249289646181,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,415.0
582,582,1,5,600.0,1,0,372,1,1,1.8,80,90,12,37.13,1,0,1,1,1,0.0134048257372654,72.94117647058825,0.196078431372549,0.1996007984031936,74.4,0.8003992015968064,0.372,338.18181818181813,3.304895841959755,0.067024128686327,0,0,0,1,0,0,0,0,1,0,27.0,9.0,0,0,1,1,1,10,0.8791208791208791,84.0,0,0,0,3,1,3,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0561160787837632,0,0.2196564872355559,0,1.166780725844096,0,0.3352585969426112,0,0.8390622884548729,0,1.3085785799225929,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,600.0
583,583,1,5,415.0,1,0,496,1,0,1.3,80,61,4,20.0,1,0,1,0,1,0.0100603621730382,97.25490196078432,0.196078431372549,0.1996007984031936,99.2,0.8003992015968064,0.496,450.9090909090909,3.465080069464614,0.0503018108651911,0,0,0,1,0,0,0,0,1,0,19.5,6.5,0,0,1,1,1,19,1.2903225806451613,72.4,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0991939207167508,0,0.2196564872355559,0,0.623859044504962,0,0.8055118566400457,0,0.8390622884548729,0,0.5051564875990431,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,415.0
584,584,1,5,650.0,1,1,671,1,1,1.26,36,34,12,20.0,1,1,1,1,1,0.0074404761904761,131.56862745098042,0.196078431372549,0.1996007984031936,134.2,0.8003992015968064,0.671,610.0,3.6334443614398575,0.0372023809523809,0,0,0,1,0,0,0,0,1,0,18.9,6.3,0,0,1,1,1,2,1.0285714285714285,35.2,0,0,0,4,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0444734188018746,0,0.2196564872355559,0,0.1423610702881705,0,0.8431321174158404,0,1.6028148655906596,0,2.1938063780502213,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,650.0
585,585,1,5,415.0,1,0,669,0,0,2.89,90,76,4,20.0,1,0,0,0,1,0.0074626865671641,131.1764705882353,0.196078431372549,0.1996007984031936,133.8,0.8003992015968064,0.669,608.1818181818181,3.6317808412021657,0.0373134328358208,0,0,0,1,0,0,0,0,1,0,43.35,14.45,0,0,0,1,1,14,1.1688311688311688,84.4,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4258125912156768,0,0.3828353951112034,0,0.0991939207167508,0,0.2196564872355559,0,0.133604268976249,0,0.6898935091977958,0,1.3940343689197665,0,0.4329823404293892,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,415.0
586,586,1,2,800.0,1,1,545,1,1,0.94,72,91,12,20.0,0,1,1,1,0,0.0036630036630036,259.5238095238095,0.4761904761904761,0.4975124378109453,272.5,0.5024875621890547,0.545,495.45454545454544,5.736891022205672,0.0073260073260073,0,0,0,0,0,0,1,0,0,0,14.1,4.699999999999999,0,1,1,1,1,19,0.782608695652174,79.6,0,0,0,3,1,2,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0.4258125912156768,0,1.2343234127367404,0,0.009545438856209,0,0.2196564872355559,0,0.4093174123628849,0,1.1440942036221986,0,0.3950846240829578,0,1.3711211684578215,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,800.0
587,587,1,2,412.0,1,1,536,1,0,0.44,68,53,12,23.73,1,1,1,0,1,0.0037243947858473,255.23809523809524,0.4761904761904761,0.4975124378109453,268.0,0.5024875621890547,0.536,487.27272727272725,5.721762044123523,0.0074487895716946,0,0,0,0,0,0,1,0,0,0,6.6,2.2,1,1,1,1,1,15,1.2592592592592593,62.0,0,0,0,3,1,2,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0.4258125912156768,0,1.2343234127367404,0,0.0998924803156642,0,0.2196564872355559,0,0.4487230182665317,0,1.6143474633196329,0,0.1730957918970003,0,1.0054971958808736,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0
588,588,1,4,350.0,1,0,755,1,1,2.79,87,72,12,20.0,1,0,1,1,1,0.0052910052910052,184.14634146341464,0.2439024390243902,0.2493765586034912,188.75,0.7506234413965087,0.755,686.3636363636363,4.11823365472691,0.0211640211640211,0,0,0,1,0,0,0,0,1,0,41.85,13.95,0,0,0,1,1,15,1.1917808219178083,81.0,0,0,0,3,1,3,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.4258125912156768,0,0.1562175408381111,0,0.114329378693206,0,0.2196564872355559,0,0.5101467253888742,0,0.5958428572583089,0,1.2275427447802985,0,0.1828119862884739,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,350.0
589,589,1,4,414.0,1,1,1500,1,0,3.41,74,46,12,22.02,1,1,1,0,1,0.0026648900732844,365.8536585365854,0.2439024390243902,0.2493765586034912,375.0,0.7506234413965087,1.5,1363.6363636363635,4.544373395909384,0.0106595602931379,0,0,0,0,0,0,0,1,1,0,51.150000000000006,17.05,0,0,0,0,1,28,1.574468085106383,62.8,0,0,0,3,1,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0.4258125912156768,0,0.1562175408381111,0,0.0994267739163886,0,0.2196564872355559,0,3.7720552140796384,1,1.1789568992831276,0,0.5060790401759365,0,1.4432953156274757,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,414.0
