,Rooms_Available,Total_Rooms,Price_per_Bed,Baths,Pet_Friendly,Square_Footage,Furnished,Parking_Included,Distance_to_Uni_km,Walk_Score,Transit_Score,Lease_Term_Months,Noise_Level,Internet_Available,Pet_Friendly_int,Furnished_int,Parking_Included_int,Internet_Available_int,Room_Density,Sqft_per_Room,Bathroom_Ratio,Available_Room_Pct,Room_Size_Variation,Occupancy_Rate,Bathroom_Accessibility,Total_Space_per_Bath,Room_Size_Score,Compactness_Index,Is_Studio,Is_High_Density,Luxury_Bath,Is_Overcrowded,Has_Extra_Bath,Is_Spacious,Is_Balanced,Is_New_Renovated,Is_Shared_Setup,Is_Luxury_Setup,Walk_Time,Bike_Time,Within_0.5km,Within_1km,Within_2km,Within_3km,Within_5km,Accessibility_Gap,Walk_Transit_Ratio,Accessibility_Score,Short_Lease_Flag,Long_Lease_Flag,Academic_Year_Lease,Amenity_Score,Missing_Amenities,Premium_Amenity_Count,Furnished_X_Parking,Furnished_X_Internet,Furnished_X_Pet,Parking_X_Internet,Parking_X_Pet,Internet_X_Pet,Has_1_Amenities,Has_2_Amenities,Has_3_Amenities,Has_4_Amenities,Luxury_Bath_Low_Amenities,High_Amenity_Small_Space,Low_Amenity_Large_Space,High_Density_Small,Low_Density_Large,Overcrowded_Flag,High_Amenity_Remote,Outlier_Rooms_Available,Extreme_Rooms_Available,Outlier_Total_Rooms,Extreme_Total_Rooms,Outlier_Price_per_Bed,Extreme_Price_per_Bed,Outlier_Baths,Extreme_Baths,Outlier_Square_Footage,Extreme_Square_Footage,Outlier_Distance_to_Uni_km,Extreme_Distance_to_Uni_km,Outlier_Walk_Score,Extreme_Walk_Score,Outlier_Transit_Score,Extreme_Transit_Score,Gender_Male Only,Sqft_Tier_large,Sqft_Tier_medium,Sqft_Tier_micro,Sqft_Tier_small,Sqft_Tier_spacious,Room_Tier_2bed,Room_Tier_3bed,Room_Tier_4+bed,Room_Tier_studio,Bath_Tier_1.5,Bath_Tier_2,Bath_Tier_3+,Uni_Proximity_commute,Uni_Proximity_on_campus,Uni_Proximity_transit,Uni_Proximity_walkable,Walk_Score_Tier_below_avg,Walk_Score_Tier_excellent,Walk_Score_Tier_good,Walk_Score_Tier_poor,Transit_Score_Tier_below_avg,Transit_Score_Tier_excellent,Transit_Score_Tier_good,Transit_Score_Tier_poor,Lease_Term_Tier_4-6,Lease_Term_Tier_7-9
172,1,2,550.0,1,0,893,1,1,2.58,83,87,12,43.72,1,0,1,1,1,0.0022371364653243847,425.23809523809524,0.47619047619047616,0.49751243781094534,446.5,0.5024875621890547,0.893,811.8181818181818,6.185717969177471,0.0044742729306487695,0,0,0,0,0,0,1,1,0,0,38.7,12.9,0,0,0,1,1,4,0.9431818181818182,84.6,0,0,0,3,1,3,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.42581259121567683,0,1.2343234127367404,0,0.06775873876565179,0,0.21965648723555597,0,1.1143660159114588,0,0.3983364881853864,0,1.005553912594341,0,1.1209508143169062,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
173,1,2,412.0,1,1,489,1,1,0.93,66,94,8,26.52,1,1,1,1,1,0.004081632653061225,232.85714285714286,0.47619047619047616,0.49751243781094534,244.5,0.5024875621890547,0.489,444.5454545454545,5.638390772612229,0.00816326530612245,0,0,0,0,0,0,1,0,0,0,13.950000000000001,4.65,0,1,1,1,1,28,0.6947368421052632,77.2,0,0,1,4,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.42581259121567683,0,1.2343234127367404,0,0.09989248031566421,0,0.21965648723555597,0,0.6545078490966874,0,1.153499268816147,0,0.06210137580402159,0,1.5587489340635081,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
174,1,4,994.0,1,0,566,1,0,0.48,61,42,8,39.34,1,0,1,0,1,0.007054673721340388,138.0487804878049,0.24390243902439027,0.24937655860349128,141.5,0.7506234413965087,0.566,514.5454545454545,3.9394867330661087,0.02821869488536155,0,0,0,1,0,0,0,0,1,0,7.199999999999999,2.4,1,1,1,1,1,19,1.4186046511627908,53.400000000000006,0,0,1,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.42581259121567683,0,0.15621754083811115,0,0.03562808187351857,0,0.21965648723555597,0,0.317370998587709,0,1.5767272025438381,0,0.21538466442842527,0,1.6934656697683907,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
175,1,1,850.0,1,0,474,1,1,0.32,72,81,12,20.0,1,0,1,1,1,0.002105263157894737,430.9090909090909,0.9090909090909091,0.9900990099009901,474.0,0.00990099009900991,0.474,430.9090909090909,8.89178370321831,0.002105263157894737,1,0,1,0,0,0,0,1,0,0,4.8,1.6,1,1,1,1,1,9,0.8780487804878049,75.6,0,0,0,3,1,3,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.42581259121567683,0,1.773376348686055,0,0.0020972211256795313,0,0.21965648723555597,0,0.7201838589360987,0,1.727208245647017,0,0.3950846240829578,0,0.7456952831055333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
176,1,1,411.0,1,0,345,1,0,0.92,59,72,8,33.69,1,0,1,0,1,0.002890173410404624,313.6363636363636,0.9090909090909091,0.9900990099009901,345.0,0.00990099009900991,0.345,313.6363636363636,8.434628227636725,0.002890173410404624,1,0,1,0,0,0,0,1,0,0,13.8,4.6000000000000005,0,1,1,1,1,13,0.8082191780821918,64.2,0,0,1,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.42581259121567683,0,1.773376348686055,0,0.10012533351530198,0,0.21965648723555597,0,1.2849975435550365,0,1.162904334010096,0,0.326379080521404,0,0.18281198628847395,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
177,1,5,500.0,1,1,567,1,1,1.7,78,46,12,20.0,1,1,1,1,1,0.008802816901408451,111.1764705882353,0.19607843137254904,0.1996007984031936,113.4,0.8003992015968064,0.567,515.4545454545454,3.539605358666547,0.04401408450704225,0,0,0,1,0,0,0,0,1,0,25.5,8.5,0,0,1,1,1,32,1.6595744680851063,65.2,0,0,0,4,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.42581259121567683,0,0.3828353951112034,0,0.07940139874754035,0,0.21965648723555597,0,0.3129925979317482,0,0.4293092488820982,0,0.7280678723618941,0,1.4432953156274755,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
178,1,5,415.0,1,0,251,0,0,1.25,64,87,12,20.0,1,0,0,0,1,0.01984126984126984,49.21568627450981,0.19607843137254904,0.1996007984031936,50.2,0.8003992015968064,0.251,228.18181818181816,3.086033132501692,0.0992063492063492,0,0,0,1,0,0,0,0,1,0,18.75,6.25,0,0,1,1,1,23,0.7272727272727273,73.2,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.42581259121567683,0,0.3828353951112034,0,0.09919392071675089,0,0.21965648723555597,0,1.6965672052153475,0,0.8525371826097892,0,0.04889304028895715,0,1.1209508143169062,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
179,2,3,237.5,1,1,804,1,1,0.65,57,90,12,34.28,1,1,1,1,1,0.0037267080745341614,259.35483870967744,0.3225806451612903,0.6644518272425249,134.0,0.33554817275747506,0.804,730.9090909090909,4.82642248650099,0.011180124223602485,0,0,0,0,0,0,0,0,1,0,9.75,3.25,0,1,1,1,1,33,0.6263736263736264,70.19999999999999,0,0,0,4,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.5267882839871795,0,0.6952704767874257,0,0.14052536365245524,0,0.21965648723555597,0,0.7246883575309513,0,1.4168410942467105,0,0.43737349661438274,0,1.3085785799225929,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
180,2,3,211.5,1,1,1031,1,1,2.02,27,62,12,36.53,1,1,1,1,1,0.0029069767441860465,332.5806451612903,0.3225806451612903,0.6644518272425249,171.83333333333334,0.33554817275747506,1.031,937.2727272727273,5.005613627711627,0.00872093023255814,0,0,0,0,0,0,0,1,1,0,30.3,10.1,0,0,0,1,1,35,0.42857142857142855,41.0,0,0,0,4,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0.5267882839871795,0,0.6952704767874257,0,0.1465795468430373,0,0.21965648723555597,0,1.7185853064340433,0,0.12834716267574015,0,2.102289738009064,0,0.44261389906381426,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
181,1,5,500.0,1,0,644,1,0,3.91,94,71,4,20.0,1,0,1,0,1,0.007751937984496124,126.27450980392157,0.19607843137254904,0.1996007984031936,128.8,0.8003992015968064,0.644,585.4545454545454,3.6105573476237436,0.03875968992248062,0,0,0,1,0,0,0,0,1,0,58.650000000000006,19.55,0,0,0,0,1,23,1.3055555555555556,84.8,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.42581259121567683,0,0.3828353951112034,0,0.07940139874754035,0,0.21965648723555597,0,0.024144252577230102,0,1.649210158980562,0,1.616023201105724,0,0.12026939775324513,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
182,1,5,415.0,1,1,503,0,0,1.4,92,82,12,28.64,1,1,0,0,1,0.00992063492063492,98.62745098039217,0.19607843137254904,0.1996007984031936,100.6,0.8003992015968064,0.503,457.27272727272725,3.4728859397362335,0.0496031746031746,0,0,0,1,0,0,0,0,1,0,21.0,7.0,0,0,1,1,1,10,1.108433734939759,88.0,0,0,0,2,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.42581259121567683,0,0.3828353951112034,0,0.09919392071675089,0,0.21965648723555597,0,0.5932102399132367,0,0.7114612047005588,0,1.5050287850127453,0,0.8082378716407622,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
183,1,5,875.0,1,0,544,1,0,1.97,76,87,8,20.16,1,0,1,0,1,0.009174311926605505,106.66666666666667,0.19607843137254904,0.1996007984031936,108.8,0.8003992015968064,0.544,494.5454545454545,3.5165355076247016,0.045871559633027525,0,0,0,1,0,0,0,0,1,0,29.55,9.85,0,0,1,1,1,11,0.8636363636363636,80.4,0,0,1,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.42581259121567683,0,0.3828353951112034,0,0.007918551116623809,0,0.21965648723555597,0,0.41369581301884567,0,0.17537248864548363,0,0.6170734562689153,0,1.1209508143169062,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
184,1,5,600.0,1,1,835,1,1,1.42,77,78,12,20.0,1,1,1,1,1,0.005980861244019139,163.72549019607845,0.19607843137254904,0.1996007984031936,167.0,0.8003992015968064,0.835,759.090909090909,3.755319131079353,0.029904306220095694,0,0,0,1,0,0,0,0,1,0,21.299999999999997,7.1,0,0,1,1,1,1,0.9746835443037974,77.4,0,0,0,4,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.42581259121567683,0,0.3828353951112034,0,0.05611607878376324,0,0.21965648723555597,0,0.8604187778657348,0,0.6926510743126615,0,0.6725706643154047,0,0.5580675174998468,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
185,1,5,415.0,1,1,558,1,1,1.27,46,52,8,40.28,1,1,1,1,1,0.008944543828264758,109.41176470588236,0.19607843137254904,0.1996007984031936,111.6,0.8003992015968064,0.558,507.27272727272725,3.530691246119435,0.044722719141323794,0,0,0,1,0,0,0,0,1,0,19.05,6.35,0,0,1,1,1,6,0.8679245283018868,48.4,0,0,1,4,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.42581259121567683,0,0.3828353951112034,0,0.09919392071675089,0,0.21965648723555597,0,0.35239820383539505,0,0.8337270522218917,0,1.047842785125766,0,1.0680397844161025,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
186,1,5,580.0,1,0,516,1,0,2.15,91,71,12,24.28,1,0,1,0,1,0.009671179883945842,101.1764705882353,0.19607843137254904,0.1996007984031936,103.2,0.8003992015968064,0.516,469.09090909090907,3.4870991234109554,0.048355899419729204,0,0,0,1,0,0,0,0,1,0,32.25,10.75,0,0,0,1,1,20,1.2638888888888888,83.0,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.42581259121567683,0,0.3828353951112034,0,0.060773142776518664,0,0.21965648723555597,0,0.5362910313857469,0,0.0060813151544073,0,1.4495315769662558,0,0.12026939775324513,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
187,1,5,415.0,1,0,545,1,0,3.22,80,36,8,23.0,1,0,1,0,1,0.009157509157509158,106.86274509803923,0.19607843137254904,0.1996007984031936,109.0,0.8003992015968064,0.545,495.45454545454544,3.5175586254667692,0.045787545787545784,0,0,0,1,0,0,0,0,1,0,48.300000000000004,16.1,0,0,0,0,1,44,2.1621621621621623,62.4,0,0,1,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.42581259121567683,0,0.3828353951112034,0,0.09919392071675089,0,0.21965648723555597,0,0.4093174123628849,0,1.0002606605981026,0,0.8390622884548729,0,2.0687212009797635,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
188,1,1,1100.0,1,0,607,0,1,0.58,91,56,12,20.16,1,0,0,1,1,0.001644736842105263,551.8181818181818,0.9090909090909091,0.9900990099009901,607.0,0.00990099009900991,0.607,551.8181818181818,9.247927513443587,0.001644736842105263,0,0,1,0,0,1,0,1,0,0,8.7,2.9,0,1,1,1,1,35,1.5964912280701755,77.0,0,0,0,2,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.42581259121567683,0,1.773376348686055,0,0.0603105210351223,0,0.21965648723555597,0,0.13785657169331791,0,1.482676550604351,0,1.4495315769662558,0,0.8178694302751872,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,1,5,949.0,1,0,664,1,0,0.64,77,65,8,20.0,1,0,1,0,1,0.007518796992481203,130.19607843137257,0.19607843137254904,0.1996007984031936,132.8,0.8003992015968064,0.664,603.6363636363636,3.6276002177101163,0.03759398496240601,0,0,0,1,0,0,0,0,1,0,9.6,3.2,0,1,1,1,1,12,1.1666666666666667,72.19999999999999,0,0,1,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.42581259121567683,0,0.3828353951112034,0,0.02514968788981887,0,0.21965648723555597,0,0.11171226569644525,0,1.426246159440659,0,0.6725706643154047,0,0.2549861334581278,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
190,1,4,500.0,1,1,653,1,1,3.56,57,44,8,28.79,1,1,1,1,1,0.0061162079510703364,159.26829268292684,0.24390243902439027,0.24937655860349128,163.25,0.7506234413965087,0.653,593.6363636363636,4.028181081960597,0.024464831804281346,0,0,0,1,0,0,0,0,1,0,53.4,17.8,0,0,0,0,1,13,1.2666666666666666,51.8,0,0,1,4,0,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.42581259121567683,0,0.15621754083811115,0,0.07940139874754035,0,0.21965648723555597,0,0.06354985848087692,0,1.3200328771923577,0,0.43737349661438274,0,1.568380492697933,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
191,1,4,414.0,1,1,425,1,1,2.62,66,94,4,23.27,1,1,1,1,1,0.009389671361502348,103.65853658536587,0.24390243902439027,0.24937655860349128,106.25,0.7506234413965087,0.425,386.3636363636363,3.7618346750094185,0.03755868544600939,0,0,0,1,0,0,0,0,1,0,39.300000000000004,13.100000000000001,0,0,0,1,1,28,0.6947368421052632,77.2,0,0,0,4,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.42581259121567683,0,0.15621754083811115,0,0.09942677391638866,0,0.21965648723555597,0,0.9347254910781758,0,0.4359567489611812,0,0.06210137580402159,0,1.5587489340635081,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
192,1,3,650.0,1,0,632,1,0,1.85,27,55,12,28.72,1,0,1,0,1,0.004739336492890996,203.8709677419355,0.3225806451612903,0.33222591362126247,210.66666666666666,0.6677740863787376,0.632,574.5454545454545,4.653030844714171,0.014218009478672985,0,0,0,0,0,0,0,0,1,0,27.75,9.25,0,0,1,1,1,28,0.48214285714285715,38.2,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.42581259121567683,0,0.6952704767874257,0,0.044473418801874685,0,0.21965648723555597,0,0.02839655529429899,0,0.28823327097286777,0,2.102289738009064,0,0.880412018810416,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
193,1,3,413.0,1,0,1207,1,1,3.77,50,65,4,20.0,1,0,1,1,1,0.0024834437086092716,389.3548387096774,0.3225806451612903,0.33222591362126247,402.3333333333333,0.6677740863787376,1.207,1097.2727272727273,5.11920236966254,0.0074503311258278145,0,0,0,0,0,0,0,1,1,0,56.55,18.85,0,0,0,0,1,15,0.7575757575757576,56.0,0,0,0,3,1,3,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0.42581259121567683,0,0.6952704767874257,0,0.09965962711602643,0,0.21965648723555597,0,2.489183821883137,0,1.5175392462652801,0,0.8258539529398083,0,0.2549861334581278,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
194,3,3,200.0,1,0,718,1,0,2.24,73,67,4,20.0,1,0,1,0,1,0.004172461752433936,231.61290322580643,0.3225806451612903,0.9966777408637875,79.77777777777777,0.0033222591362125353,0.718,652.7272727272726,4.7449239802196495,0.012517385257301807,0,0,0,0,0,0,0,0,1,0,33.6,11.200000000000001,0,0,0,1,1,6,1.0735294117647058,70.6,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.4793891591900357,0,0.6952704767874257,0,0.14925735863887168,0,0.21965648723555597,0,0.34814590111832616,0,0.07856427159113118,0,0.4505818321294472,0,0.12990095638767016,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
195,3,3,144.33333333333334,1,0,565,0,0,0.65,70,64,12,31.98,1,0,0,0,1,0.00530035335689046,182.25806451612902,0.3225806451612903,0.9966777408637875,62.77777777777778,0.0033222591362125353,0.565,513.6363636363636,4.572329121415941,0.015901060070671377,0,0,0,1,0,0,0,0,1,0,9.75,3.25,0,1,1,1,1,6,1.0769230769230769,67.6,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.4793891591900357,0,0.6952704767874257,0,0.16221952008537424,0,0.21965648723555597,0,0.32174939924366974,0,1.4168410942467105,0,0.2840902079899791,0,0.31752872199335663,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,2,4,125.0,1,0,553,1,0,3.8,80,65,8,20.0,1,0,1,0,1,0.007220216606498195,134.87804878048783,0.24390243902439027,0.49875311720698257,69.125,0.5012468827930174,0.553,502.7272727272727,3.9250751072424146,0.02888086642599278,0,0,0,1,0,0,0,0,1,0,57.0,19.0,0,0,0,0,1,15,1.2121212121212122,74.0,0,0,1,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5267882839871795,0,0.15621754083811115,0,0.1667213486117045,0,0.21965648723555597,0,0.37429020711519884,0,1.545754441847126,0,0.8390622884548729,0,0.2549861334581278,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
197,2,4,212.0,1,1,562,1,1,3.17,48,73,8,20.0,1,1,1,1,1,0.007104795737122558,137.07317073170734,0.24390243902439027,0.49875311720698257,70.25,0.5012468827930174,0.562,510.9090909090909,3.9350878832978977,0.028419182948490232,0,0,0,1,0,0,0,0,1,0,47.55,15.85,0,0,0,0,1,25,0.6486486486486487,58.0,0,0,1,4,0,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.5267882839871795,0,0.15621754083811115,0,0.14646312024321842,0,0.21965648723555597,0,0.334884601211552,0,0.9532353346283589,0,0.9368483690327871,0,0.2453545748237028,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
198,1,5,700.0,1,0,549,1,0,2.26,88,88,12,20.0,1,0,1,0,1,0.00909090909090909,107.64705882352942,0.19607843137254904,0.1996007984031936,109.8,0.8003992015968064,0.549,499.09090909090907,3.5216324437481683,0.045454545454545456,0,0,0,1,0,0,0,0,1,0,33.9,11.299999999999999,0,0,0,1,1,0,0.9887640449438202,88.0,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.42581259121567683,0,0.3828353951112034,0,0.03283075881998613,0,0.21965648723555597,0,0.3918038097390419,0,0.09737440197902815,0,1.2830399528267877,0,1.1834934028521351,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
199,1,5,415.0,1,1,570,1,0,1.11,58,79,8,23.41,1,1,1,0,1,0.008756567425569177,111.76470588235294,0.19607843137254904,0.1996007984031936,114.0,0.8003992015968064,0.57,518.1818181818181,3.5425453687657424,0.043782837127845885,0,0,0,1,0,0,0,0,1,0,16.650000000000002,5.550000000000001,0,0,1,1,1,21,0.725,66.4,0,0,1,3,1,2,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0.42581259121567683,0,0.3828353951112034,0,0.09919392071675089,0,0.21965648723555597,0,0.29985739596386596,0,0.9842080953250707,0,0.38187628856789335,0,0.6206101060350757,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
200,1,5,350.0,1,0,543,1,1,0.57,37,36,12,44.79,1,0,1,1,1,0.009191176470588236,106.47058823529413,0.19607843137254904,0.1996007984031936,108.6,0.8003992015968064,0.543,493.63636363636357,3.515510510777277,0.04595588235294118,0,0,0,1,0,0,0,0,1,0,8.549999999999999,2.8499999999999996,0,1,1,1,1,1,1.0,36.6,0,0,0,3,1,3,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0.42581259121567683,0,0.3828353951112034,0,0.11432937869320602,0,0.21965648723555597,0,0.4180742136748064,0,1.4920816157983001,0,1.5473176575441703,0,2.0687212009797635,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
201,1,5,415.0,1,1,631,1,0,3.68,72,73,8,20.0,1,1,1,0,1,0.007911392405063292,123.72549019607844,0.19607843137254904,0.1996007984031936,126.2,0.8003992015968064,0.631,573.6363636363636,3.599193700326996,0.03955696202531646,0,0,0,1,0,0,0,0,1,0,55.2,18.400000000000002,0,0,0,0,1,1,0.972972972972973,72.4,0,0,1,3,1,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.42581259121567683,0,0.3828353951112034,0,0.09919392071675089,0,0.21965648723555597,0,0.03277495595025975,0,1.4328936595197421,0,0.3950846240829578,0,0.2453545748237028,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
